name,number,description,cloze,category,year,year_kind,pins,place_label,len,quotes,year_end,link
Peony,,"In ancient Greece, it was said that nymphs could turn themselves into peony flowers to avoid being seen by humans. Bashful creatures by nature, they wished to hide from mortal eyes. Likewise, even in full bloom, peonies` petals curl inward, protecting their delicate centers.","{meaning:""Bashfulness"";scientific_name:""Paeonia""}",Floriography,,,,,,Hyacinth and violet to apologize and ask for forgiveness;Foxglove as a gift for a secret admirer,,
Petunia,,Little is recorded about the`origin of`this meaning.`The petunia is sensitive and easily damaged`perhaps like a person who is filled with anger or`resentment,"{meaning:""Anger"";scientific_name:""Petunia""}",Floriography,,,,,,Wormwood to indicate displeasure at an outcome;Rosemary to show you will not forget someone`s wrongdoing,,
Poppy,,"The poppy is known for its narcotic effects; it is used to make the sedative opium. According to Greek myth, poppies grew in the land of the dead. They were associated with Demeter, whose daughter, Persephone, was the queen of the underworld.","{meaning:""Eternal Sleep"";scientific_name:""Papaver somniferum""}",Floriography,,,,,,Snowdrop for the loss of a loved one;Dahlia to mark the grave of a cherished companion,,
Protea,,"The protea flower was named for Proteus, the son of the Greek god Poseidon. Like Proteus, who could change shape whenever he wanted, Protea is an extraordinarily diverse plant genus, able to take many different forms.","{meaning:""Transformation"";scientific_name:""Protea""}",Floriography,,,,,,Laurel to congratulate a friend on their life-altering achievement;Lily of the valley as a gift for someone recovering from an illness,,
Queen Anne`s Lace,,"The lacy fronds of Queen Anne`s`lace fold together in a shield or nest-like shape, providing sanctuary and protection for their inhabitants.`It is often`called `bird`s nest` for this reason.","{meaning:""Sanctuary"";scientific_name:""Daucus""}",Floriography,,,,,,Cattail for a housewarming gift;Apple blossom for a friend purchasing a new home,,
Rose,,"The rose flower has been closely linked to love in many cultures throughout history. Its lushly layered petals and sweet aroma may explain why. For the Victorians, the color of the rose indicated the level of affection: a white rose was for innocent love; a blush pink rose was for a blossoming romance; and a deep red rose for passion. In Greek myth, Chloris, the goddess of flowers, is said to have turned a beautiful, dead nymph into a rose. She invited Apollo to warm the bloom, Aphrodite to lend it her beauty, Dionysus to add sweet nectar, and the three Graces to supply charm, joy, and magnificence. Chloris called the rose the `Queen of Flowers.`","{meaning:""Love"";scientific_name:""Rosa""}",Floriography,,,,,,Baby`s breath for a wedding celebration;Cornflower for hope in a new romantic pursuit,,
Rosemary,,"Rosemary`has been associated with memory since ancient Greece; to help`them recall their studies, Greek scholars wore crowns of rosemary`during their examinations.`This symbolism was cemented with the help`of Shakespeare.`In`Hamlet, during her famous `flower speech,` Ophelia`mentions the fragrant herb: `There`s rosemary, that`s for`remembrance.`Pray you, love, remember.`","{meaning:""Remembrance"";scientific_name:""Salvia rosmarinus""}",Floriography,,,,,,Crocus to reminisce about the past;Clematis for confidence in scholarly pursuits,,
Rue,,"While the English word `rue,` meaning regre, and this plant`s common name are etymologically unrelated, the Victorians still used the bitter-smelling Ruta graveolens to indicate regret. Most often, rue was sent, not to express regret on the part of the sender, but as a warning or threat, as in, `You`ll regret what you`ve done.`","{meaning:""Regret"";scientific_name:""Ruta""}",Floriography,,,,,,Hyacinth to ask for forgiveness;Willow and chrysanthemum as a gift for a friend experiencing loss,,
Snapdragon,,Snapdragon`s link to presumption may derive from a medieval fashion practice: maidens would wear snapdragons in their hair to show they were not interested in unsolicited attention from men. The flower warned young men against presumption in a subtle and elegant way.,"{meaning:""Presumption"";scientific_name:""Antirrhinum""}",Floriography,,,,,,Asphodel to apologize for a lack of discretion;Holly to indicate your oversight will not happen again,,
Snowdrop,,"One of the first flowers to`bloom in the depths of winter, the bright white snowdrop`is a sign that spring`and a turn toward better,`easier days`is coming.`Victorians loved this unique flower but`warned against bringing it into the home.`If brought indoors,`it was considered a bad omen, perhaps even a harbinger`of death.","{meaning:""Consolation"";scientific_name:""Galanthus""}",Floriography,,,,,,Carnation for a broken heart;Mistletoe to indicate endurance through difficult times,,
Sunflower,,"The ancient Inca believed this large, yellow flower to symbolize the sun god, Inti, and they decorated their bodies and temples in sunflower-shaped jewelry made of gold. As Spanish conquistadores arrived, they were impressed by this abundance of treasure, and when they saw a field of sunflowers, they believed, at first, they`d come upon a literal trove of gold. Their mistake led to the bloom`s association with `false riches.`","{meaning:""False Riches"";scientific_name:""Helianthus""}",Floriography,,,,,,Bluebell and columbine to show humility for foolish past behavior;Lavender to indicate distrust in a business partner,,
Sweet Pea,,Victorians gave sweet peas`to thank their hosts for an enjoyable time.`The flower`s light and sweet smell was believed to brighten the`home and serve as a symbol of hospitality.,"{meaning:""Thank you for a lovely time"";scientific_name:""Ruta""}",Floriography,,,,,,Hyssop and orchid to thank a friend for inviting you to their home;Zinnia as a token of appreciation,,
Sweet William,,"The origin of this flower`s common name is uncertain; many have speculated that the bloom was named for various historical Williams`including William Shakespeare and William the Conqueror, among others`but no namesake has been confirmed. `Sweet William` was a common moniker for the gallant young men who featured in English folkloric stories and ballads.","{meaning:""Gallantry"";scientific_name:""Dianthus barbatus""}",Floriography,,,,,,Eucalyptus to show you will protect a loved one in the face of adversity;Honeysuckle to indicate commitment to a relationship,,
Tansy,,"The tansy`s folk medicinal uses may have given`rise to its meaning.`In the Middle Ages, the plant`was used in high doses to induce abortion and treat`intestinal worms.`Because the plant made people ill, in Victorian`times, sending a bouquet of tansy flowers was a way`of declaring that the recipient had made the sender sick`to their stomach.","{meaning:""Hostility"";scientific_name:""Tanacetum vulgare""}",Floriography,,,,,,Anemone for a spurned lover;Snapdragon for someone giving you a difficult time,,
Thistle,,"It`s no surprise that the`spindly, prickly thistle is associated with misanthropy.`Its meaning also`has biblical roots: in Genesis, when God cast Adam and`Eve out of Eden, God told them that thorns and`thistles would grow from the land as part of their`punishment.","{meaning:""Misanthropy"";scientific_name:""Cirsium""}",Floriography,,,,,,Rosemary to indicate you see through someone`s fa`ade;Pansy to show you`re thinking of a friend going through a bitter separation,,
Tulip,,"A Turkish legend tells of two lovers, Ferhad and Shirin, who long to be together, but whose love is forbidden. When Ferhad hears a rumor that Shirin has taken her own life, he kills himself in order to be with her for eternity. Tulips`symbols of his devotion`spring up where his blood is spilled.","{meaning:""I declare my love for you"";scientific_name:""Tulipa""}",Floriography,,,,,,Buttercup to indicate affection for a charming new love;Ivy as a gift for a newly engaged couple,,
Violet,,"The violet grows low to the ground with its head bowed: a picture of modesty. Originally the flower of Valentine`s Day, it is said that Saint Valentine, while jailed for attempting to spread Christianity, crushed violets growing near his cell in order to make ink. One legend claims he used this ink to write a letter to his jailer`s daughter, whom he had healed from blindness, signing it,`Your Valentine,` thus inspiring centuries of romantic notes.","{meaning:""Modesty"";scientific_name:""Viola odorata""}",Floriography,,,,,,Bluebell for a humble friend who means the world to you;Laurel to show a friend you`re proud of their accomplishments,,
Wheat,,"Thick stalks of golden wheat have long been associated with riches and abundance. In ancient times, large stores of wheat signified wealth, and a bountiful wheat harvest was synonymous with prosperity in the coming year.","{meaning:""Riches"";scientific_name:""Triticum""}",Floriography,,,,,,Clover for good luck in a new venture;Begonia to repay a favor,,
